,institution,location,country,website,status,point,latitude,longitude,altitude,geometry
364,University Of Western Kordufan,"West Kordofan, Sudan",Sudan,http://www.wku.edu.sd,Full Member,"(11.6452819, 28.299435, 0.0)",11.6452819,28.299435,0,POINT (28.299435 11.6452819)
365,University Of Witwatersrand,"1 Jan Smuts Ave, Braamfontein, Johannesburg, 2017, South Africa",South Africa,http://www.wits.ac.za,Full Member,"(-26.1928836, 28.0304733, 0.0)",-26.1928836,28.0304733,0,POINT (28.0304733 -26.1928836)
366,University Of Zalingei,WF4C+JC3، زالنجي،، Sudan,Sudan,http://zalingei.edu.sd,Full Member,"(12.9065183, 23.4710509, 0.0)",12.9065183,23.4710509,0,POINT (23.4710509 12.9065183)
367,University Of Zambia,"University of Zambia Great East Road Campus, Lusaka, Zambia",Zambia,http://www.unza.zm,Full Member,"(-15.392315, 28.3284985, 0.0)",-15.392315,28.3284985,0,POINT (28.3284985 -15.392315)
368,University Of Zimbabwe,"630 Churchill Ave, Harare, Zimbabwe",Zimbabwe,http://www.uz.ac.zw,Full Member,"(-17.7823932, 31.0546441, 0.0)",-17.7823932,31.0546441,0,POINT (31.0546441 -17.7823932)
369,Université Abdou Moumouni,"Université Abdou Moumouni de Niamey, Niamey, Niger",Niger,https://www.uam.edu.ne/,Full Member,"(13.5033351, 2.0831313, 0.0)",13.5033351,2.0831313,0,POINT (2.0831313 13.5033351)
370,Université Africaine De Développement Coopératif,,Benin,http://www.uadc-aucd.org,Full Member,"(6.3625575,2.4592262,0.0)",6.3625575,2.4592262,0,POINT (2.4592262 6.3625575)
371,Université Catholique De Bukavu,"FRXX+G74, Bukavu, Democratic Republic of the Congo",Dr Congo,https://ucbukavu.ac.cd,Full Member,"(-2.5012326, 28.8482105, 0.0)",-2.5012326,28.8482105,0,POINT (28.8482105 -2.5012326)
372,Université Catholique Du Congo,"M85G+G9W, Av. de l'Université, Kinshasa, Democratic Republic of the Congo",Dr Congo,http://www.ucc.ac.cd,Full Member,"(-4.341141299999999, 15.3259565, 0.0)",-4.3411413,15.3259565,0,POINT (15.3259565 -4.341141299999999)
373,"Université Centrale, Tunisia","3 Rue Hammadi Fareh, Eljaziri 1002, Tunisia",Tunisia,http://www.universitecentrale.net/,Full Member,"(36.8174452, 10.1830417, 0.0)",36.8174452,10.1830417,0,POINT (10.1830417 36.8174452)
374,Université Cheikh Anta Diop De Dakar,"Dakar 10700, Senegal",Sénégal,http://www.ucad.sn,Full Member,"(14.6941411, -17.4712464, 0.0)",14.6941411,-17.4712464,0,POINT (-17.4712464 14.6941411)
375,Université D'abomey-calavi,"Université d, Abomey Calavi, Benin",Benin,https://uac.bj/,Full Member,"(6.4130104, 2.3449665, 0.0)",6.4130104,2.3449665,0,POINT (2.3449665 6.4130104)
376,Université D'alger,"2 Rue Didouche Mourad, Alger Ctre 16000, Algeria",Algeria,http://www.univ-alger.dz,Full Member,"(36.7706369, 3.0553281, 0.0)",36.7706369,3.0553281,0,POINT (3.0553281 36.7706369)
377,Université D'antananarivo,"Présidence de l'Université d'Antananarivo: BP 566 Antananarivo, Antananarivo 101, Madagascar",Madagascar,http://www.univ-antananarivo.mg/,Full Member,"(-18.914032, 47.55181169999999, 0.0)",-18.914032,47.5518117,0,POINT (47.55181169999999 -18.914032)
378,Université D'oran,"J9PM+WXG, Es Senia, Algeria",Algeria,http://www.univ-oran.dz/,Full Member,"(35.6373208, -0.6150587, 0.0)",35.6373208,-0.6150587,0,POINT (-0.6150587 35.6373208)
379,Université De Bamako,"J287+PM5, Bamako, Mali",Mali,Not Available,Full Member,"(12.6166707, -7.985648299999999, 0.0)",12.6166707,-7.9856483,0,POINT (-7.985648299999999 12.6166707)
380,Université De Bangui,"9HH6+4P7, Av. des Martyrs, Bangui, Central African Republic",Central Africa Repub,http://www.univ-bangui.org/,Full Member,"(4.3777962, 18.561802, 0.0)",4.3777962,18.561802,0,POINT (18.561802 4.3777962)
381,Université De Douala,"Carrefour Ange Raphaël, Douala, Cameroon",Cameroun,http://www.univ-douala.com/,Full Member,"(4.0558562, 9.7342639, 0.0)",4.0558562,9.7342639,0,POINT (9.7342639 4.0558562)
382,Université De Dschang,"B.P. 96 Dschang, Cameroun Colline de Foto, Dschang, Cameroon",Cameroun,http://www.univ-dschang.org/,Full Member,"(5.445332899999999, 10.0467003, 0.0)",5.4453329,10.0467003,0,POINT (10.0467003 5.445332899999999)
383,Université De Fianarantsoa,"301, Fianarantsoa, Madagascar",Madagascar,http://www.univ-fianar.mg,Full Member,"(-21.4617858, 47.1118573, 0.0)",-21.4617858,47.1118573,0,POINT (47.1118573 -21.4617858)
384,Université De Kara,"N.19, Kara-Togo, Togo",Togo,https://www.univ-kara.tg,Full Member,"(9.5316944, 1.2075347, 0.0)",9.5316944,1.2075347,0,POINT (1.2075347 9.5316944)
385,Université De Kinshasa,"H8J5+6PX, Kinshasa, Democratic Republic of the Congo",Dr Congo,https://www.unikin.ac.cd,Full Member,"(-4.419397, 15.3093735, 0.0)",-4.419397,15.3093735,0,POINT (15.3093735 -4.419397)
386,Université De Kisangani,"G57G+GGG, R408, Kisangani, Democratic Republic of the Congo",Dr Congo,http://www.unikis.ac.cd,Full Member,"(0.5138171, 25.1763175, 0.0)",0.5138171,25.1763175,0,POINT (25.1763175 0.5138171)
387,Université De Lomé,"01 BP 1515, Lomé, Togo",Togo,https://univ-lome.tg,Full Member,"(6.1759895, 1.2149221, 0.0)",6.1759895,1.2149221,0,POINT (1.2149221 6.1759895)
388,Université De Lubumbashi,"9F8M+XC9 Universite de Lubumbashi, Route de Kasapa, Lubumbashi, Democratic Republic of the Congo",Dr Congo,http://www.unilu.ac.cd/,Full Member,"(-11.6324718, 27.483442, 0.0)",-11.6324718,27.483442,0,POINT (27.483442 -11.6324718)
389,Université De Maroua,"JCR8+423, Maroua, Cameroon",Cameroun,http://www.uni-maroua.com/,Full Member,"(10.6402546, 14.4150459, 0.0)",10.6402546,14.4150459,0,POINT (14.4150459 10.6402546)
390,Université De N'djamena,"425W+HXM, N'Djamena, Chad",Tchad,https://www.universite-ndjamena.td,Full Member,"(12.1089651, 15.0474232, 0.0)",12.1089651,15.0474232,0,POINT (15.0474232 12.1089651)
391,Université De Ngaoundéré,"454, Ngaoundéré, Cameroon",Cameroun,http://www.univ-ndere.cm/,Full Member,"(7.4214578, 13.5406953, 0.0)",7.4214578,13.5406953,0,POINT (13.5406953 7.4214578)
392,Université De Nouakchott,"Presidence de l'Universite de Av. du Roi Faiçal, Nouakchott, Mauritania",Mauritania,http://www.univ-nkc.mr,Full Member,"(18.0889146, -15.9690927, 0.0)",18.0889146,-15.9690927,0,POINT (-15.9690927 18.0889146)
393,Université De Parakou,"CDE Rd, Parakou, Benin",Benin,http://www.univ-parakou.bj/,Full Member,"(9.3351014, 2.6466933, 0.0)",9.3351014,2.6466933,0,POINT (2.6466933 9.3351014)
394,Université De Toamasina,"Building B, door, CUR Barikadimy, 4th, Toamasina 501, Madagascar",Madagascar,http://www.univ-toamasina.mg,Full Member,"(-18.133839, 49.3771357, 0.0)",-18.133839,49.3771357,0,POINT (49.3771357 -18.133839)
395,Université De Yaoundé 1,"812, Yaoundé, Cameroon",Cameroun,http://www.uy1.uninet.cm/,Full Member,"(3.8309554, 11.497, 0.0)",3.8309554,11.497,0,POINT (11.497 3.8309554)
396,Université De Zinder,"Zinder, Niger",Niger,Not Available,Full Member,"(13.8018124, 8.98527, 0.0)",13.8018124,8.98527,0,POINT (8.98527 13.8018124)
397,Université Des Sciences & Techniques De Masuku,"901, Franceville, Gabon",Gabon,http://univ-masuku.org,Full Member,"(-1.63046, 13.552235, 0.0)",-1.63046,13.552235,0,POINT (13.552235 -1.63046)
398,Université Des Sciences Et De La Technologie D'oran,"El Mnaouar، BP 1505, Bir El Djir 31000, Algeria",Algeria,http://www.univ-usto.dz,Full Member,"(35.7079001, -0.5789849, 0.0)",35.7079001,-0.5789849,0,POINT (-0.5789849 35.7079001)
399,Université Des Sciences Islamiques,"Université des Sciences Islamique, El Magharia, Algeria",Algeria,http://www.univ-emir.dz/,Full Member,"(36.7334501, 3.1167698, 0.0)",36.7334501,3.1167698,0,POINT (3.1167698 36.7334501)
400,Université Du 7 Novembre A Carthage,,Tunisia,http://www.universites.tn,Full Member,"(36.878197,10.2264602,0.0)",36.878197,10.2264602,0,POINT (10.2264602 36.878197)
401,Université Du Burundi,"J9CM+CGG, Boulevard Mwezi Gisabo, Bujumbura, Burundi",Burundi,http://www.ub.edu.bi,Full Member,"(-3.3789351, 29.3838265, 0.0)",-3.3789351,29.3838265,0,POINT (29.3838265 -3.3789351)
402,Université Félix Houphouët-boigny,"Abidjan, Côte d'Ivoire",Côte D'ivoire,https://www.univ-fhb.edu.ci,Full Member,"(5.3492108, -3.9884696, 0.0)",5.3492108,-3.9884696,0,POINT (-3.9884696 5.3492108)
403,Université Gaston Berger De Saint-louis,"Université Gaston berger, Dakar, Senegal",Sénégal,http://www.ugb.sn,Full Member,"(16.0615636, -16.4224667, 0.0)",16.0615636,-16.4224667,0,POINT (-16.4224667 16.0615636)
404,Université Joseph Ki-zerbo,"CFX2+7R6, Ouagadougou, Burkina Faso",Burkina Faso,https://www.univ-ouaga1.gov.bf,Full Member,"(12.4481531, -1.547999, 0.0)",12.4481531,-1.547999,0,POINT (-1.547999 12.4481531)
405,Université Kasdi Merbah Ouargla,"Ave 1er Novembre 1954, Ouargla 30000, Algeria",Algeria,http://www.univ-ouargla.dz/,Full Member,"(31.9415859, 5.3068989, 0.0)",31.9415859,5.3068989,0,POINT (5.3068989 31.9415859)
406,Université Larbi Ben M’hidi De Oum El Bouaghi,"N10, Oum El Bouaghi 04000, Algeria",Algeria,http://www.univ-oeb.dz/,Full Member,"(35.8780091, 7.090309, 0.0)",35.8780091,7.090309,0,POINT (7.090309 35.8780091)
407,Université Marien Ngouabi,"Ave des Premiers Jeux Africains, Brazzaville, Republic of the Congo",Congo,https://www.umng.cg,Full Member,"(-4.2765748, 15.2500638, 0.0)",-4.2765748,15.2500638,0,POINT (15.2500638 -4.2765748)
408,Université Mentouiri De Constantine,"RN79, Constantine, Algeria",Algeria,http://www.cerist.dz,Full Member,"(36.3409251, 6.6204727, 0.0)",36.3409251,6.6204727,0,POINT (6.6204727 36.3409251)
409,Université Mohammed I,,Morocco,http://www.ump.ma/,Full Member,"(33.9934981,-6.8562091,0.0)",33.9934981,-6.8562091,0,POINT (-6.8562091 33.9934981)
410,Université Mohammed V Souissi,,Morocco,http://www.um5.ac.ma/um5,Full Member,"(33.9879177,-6.8680292,0.0)",33.9879177,-6.8680292,0,POINT (-6.8680292 33.9879177)
411,"Université Mohammed V, Agdal","Agdal-Ryad, Rabat, Morocco",Morocco,http://www.um5a.ac.ma,Full Member,"(33.9933499, -6.848500899999999, 0.0)",33.9933499,-6.8485009,0,POINT (-6.848500899999999 33.9933499)
412,Université Nangui Abrogoua,"A. d'Abobo, Abidjan, Côte d'Ivoire",Côte D'ivoire,https://www.univ-na.ci,Full Member,"(5.3892554, -4.0191043, 0.0)",5.3892554,-4.0191043,0,POINT (-4.0191043 5.3892554)
413,Université Nazi Boni,"5M7V+XW9, Bobo-Dioulasso, Burkina Faso",Burkina Faso,https://www.univ-bobo.gov.bf/,Full Member,"(11.1649219, -4.3051542, 0.0)",11.1649219,-4.3051542,0,POINT (-4.3051542 11.1649219)
414,Université Nord Madagascar,"P894+6H7, Unnamed Road, Antsiranana, Madagascar",Madagascar,Not Available,Full Member,"(-12.2819627, 49.3064147, 0.0)",-12.2819627,49.3064147,0,POINT (49.3064147 -12.2819627)
415,Université Omar Bongo,,Gabon,Not Available,Full Member,"(0.418894,9.4450303,0.0)",0.418894,9.4450303,0,POINT (9.4450303 0.418894)
416,Université Pelefero Gon Coulibaly,,Côte D'ivoire,https://univ-pgc.edu.ci,Full Member,"(9.426598,-5.6313607,0.0)",9.426598,-5.6313607,0,POINT (-5.6313607 9.426598)
417,Université Polytechnique De Bobo-dioulasso,"Dindéresso, Burkina Faso",Burkina Faso,http://www.univ-bobo.bf/,Full Member,"(11.2099242, -4.4194729, 0.0)",11.2099242,-4.4194729,0,POINT (-4.4194729 11.2099242)
418,Université Quaraouyine Fes,"327G+XMC, Fes, Morocco",Morocco,http://uaq.ma,Full Member,"(34.0649299, -4.9733667, 0.0)",34.0649299,-4.9733667,0,POINT (-4.9733667 34.0649299)
419,Universit� Loyola Du Congo,"G7WQ+FG4, Kinshasa, Democratic Republic of the Congo",Democratic Republic The Congo,https://loyola.cd,Associate Membership,"(-4.4538628, 15.288818, 0.0)",-4.4538628,15.288818,0,POINT (15.288818 -4.4538628)
420,Upper Nile University,"HM25+8XV, Malakal, South Sudan",South Sudan,Not Available,Full Member,"(9.5508577, 31.6599369, 0.0)",9.5508577,31.6599369,0,POINT (31.6599369 9.5508577)
421,Usmanu Dan Fodiyo University,"840104, Sokoto, Nigeria",Nigeria,http://www.udusok.edu.ng,Full Member,"(13.1246469, 5.199370399999999, 0.0)",13.1246469,5.1993704,0,POINT (5.199370399999999 13.1246469)
422,Valley View University,,Ghana,https://vvu.edu.gh,Full Member,"(6.663073,-2.8377342,0.0)",6.663073,-2.8377342,0,POINT (-2.8377342 6.663073)
423,Wad Medani Ahlia College,"Wad Madani, Sudan",Sudan,www.wadmedani-ahlia.edu.sd,Full Member,"(14.393082, 33.5392081, 0.0)",14.393082,33.5392081,0,POINT (33.5392081 14.393082)
424,Walter Sisulu University,,South Africa,https://www.wsu.ac.za,Full Member,"(5.7587909,-0.2234924,0.0)",5.7587909,-0.2234924,0,POINT (-0.2234924 5.7587909)
425,"Wisconsin International University College, Ghana",Ghana,Ghana,https://wiuc-ghana.edu.gh,Full Member,"(5.670433000000001, -0.1893348, 0.0)",5.670433,-0.1893348,0,POINT (-0.1893348 5.670433000000001)
426,Wollega University,"3HJM+93J, Nekemte, Ethiopia",Ethiopia,https://www.wollegalibrary.com,Full Member,"(9.0809651, 36.5826542, 0.0)",9.0809651,36.5826542,0,POINT (36.5826542 9.0809651)
427,Women’s University In Africa,"549 Arcturus Road, Harare, Zimbabwe",Zimbabwe,http://www.wua.ac.zw,Associate Member,"(-17.8172384, 31.1841144, 0.0)",-17.8172384,31.1841144,0,POINT (31.1841144 -17.8172384)
428,Yaba College Of Technology,"Pen cinema, Agege, Agege 102212, Lagos, Nigeria",Nigeria,https://www.yabatech.edu.ng,Associate Member,"(6.617226, 3.3200468, 0.0)",6.617226,3.3200468,0,POINT (3.3200468 6.617226)
429,Zagazig University,"HFQM+872, Shaibet an Nakareyah, Zagazig 2, Ash Sharqia Governorate 7120001, Egypt",Egypt,http://english.zu.edu.eg/,Full Member,"(30.5882724, 31.4831525, 0.0)",30.5882724,31.4831525,0,POINT (31.4831525 30.5882724)
430,Zambeze University,"5V97+4XJ, Beira, Mozambique",Mozambique,https://www.gfar.net,Full Member,"(-19.8321623, 34.864894, 0.0)",-19.8321623,34.864894,0,POINT (34.864894 -19.8321623)
431,Zambia Forestry College,"Kitwe, 49V4+WHV, Mwekera, Zambia",Zambia,https://www.mlnr.gov.zm,Associate Member,"(-12.8551272, 28.3564218, 0.0)",-12.8551272,28.3564218,0,POINT (28.3564218 -12.8551272)
432,Zambian Open University,"H693+Q88, Zambia",Zambia,https://zaou.ac.zm,Full Member,"(-15.4305891, 28.2033435, 0.0)",-15.4305891,28.2033435,0,POINT (28.2033435 -15.4305891)
433,Zamzam University Of Science & Technology,"4MMJ+VQ7, Somalia",Somalia,http://zust.edu.so,Full Member,"(3.1346698, 43.68192, 0.0)",3.1346698,43.68192,0,POINT (43.68192 3.1346698)
434,Zanzibar University,"Tunguu, Tanzania",Tanzania,http://zanvarsity.ac.tz,Full Member,"(-6.2246844, 39.3124074, 0.0)",-6.2246844,39.3124074,0,POINT (39.3124074 -6.2246844)
435,Zawia University,"Az-Zāwiyah, Libya",Libya,https://zu.edu.ly,Full Member,"(32.7627043, 12.7486521, 0.0)",32.7627043,12.7486521,0,POINT (12.7486521 32.7627043)
436,Zenith University College,"Accra, Ghana",Ghana,https://zucghana.org,Full Member,"(5.5726507, -0.1435947, 0.0)",5.5726507,-0.1435947,0,POINT (-0.1435947 5.5726507)
437,Zimbabwe Council For Higher Education,Zimbabwe,Zimbabwe,http://www.zimche.ac.zw,Associate Member,"(-19.015438, 29.154857, 0.0)",-19.015438,29.154857,0,POINT (29.154857 -19.015438)
438,Zimbabwe Open University,"836R+GH5, Alpes Rd, Harare, Zimbabwe",Zimbabwe,http://www.zou.ac.zw,Full Member,"(-17.6887391, 31.0914758, 0.0)",-17.6887391,31.0914758,0,POINT (31.0914758 -17.6887391)
439,école Nationale Supérieure De Statistique Et D'économie Appliquée,,CÔte D'ivoire,http://www.ensea.ed.ci modifier - modifier le code,Full Member,"(5.3493047,-3.9919415,0.0)",5.3493047,-3.9919415,0,POINT (-3.9919415 5.3493047)
